Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Class
0.138,0.116,0.087,0.036,0.023,0.127,0.968,0.266,0.435,0.6456000000000001,0.4584,0.099,0.0744,0.18,0.391,0.72,0.304,0.729,0.406,1.008,1.956,0.468,0.0732,0.214,0.81,0.285,0.162,0.265,2.7359999999999998,0.65,0.34199999999999997,0.33,0.537,0.7956,0.863,0.855,0.785,2.706,0.883,0.609,1.405,0.273,0.59,0.269,1.042,1.5228,0.234,0.965,0.109,0.051,0.023,0.01,0.006,0.008,0.017,0.011,0.019,0.028,0.007,0.009,0
0.016,0.017,0.042,0.0084,0.019,0.067,0.424,0.07,0.1152,0.03,0.08,0.106,0.127,0.089,0.024,0.113,0.283,0.969,0.324,0.433,0.7283999999999999,0.765,0.92,0.972,5.526000000000001,0.754,0.829,0.891,3.655,0.69,0.583,0.494,0.31,0.0372,0.024,0.111,0.1908,0.411,0.07,0.045,0.31,0.426,0.8,0.276,0.044399999999999995,0.207,0.087,0.51,0.018,0.02,0.012,0.010799999999999999,0.022,0.018,0.008,0.007,0.003,0.008,0.006,0.004,1
0.022,0.044,0.027,0.028,0.036,0.078,0.43679999999999997,0.091,0.115,0.097,0.12,0.11,0.119,0.21119999999999997,0.239,0.214,0.2316,0.528,0.075,0.252,0.24,0.157,0.26,0.539,4.22,2.0,0.868,0.674,2.77,0.464,0.4332,0.206,0.162,0.209,0.62,0.2808,0.212,0.114,0.06359999999999999,0.129,1.12,0.576,0.795,0.1128,0.084,0.2412,0.0408,0.282,0.043199999999999995,0.014,0.016,0.014,0.004,0.006,0.007,0.002,0.005,0.002,0.001,0.0024,1
0.024,0.016,0.034,0.033,0.04,0.044,0.272,0.09,0.174,0.257,0.293,0.3732,0.36,0.3,0.272,0.201,0.18,0.8028000000000001,0.357,0.549,0.8652,0.9984,0.886,0.952,4.82,1.0,1.1603999999999999,0.866,3.95,0.634,0.535,0.406,0.3072,0.578,0.359,0.516,0.477,1.356,0.376,0.305,0.96,0.354,0.99,0.157,0.132,0.387,0.08,0.05,0.023,0.03,0.0144,0.01,0.006,0.014,0.013199999999999998,0.004,0.0072,0.01,0.016,0.004,0
0.021,0.0312,0.012,0.0924,0.106,0.336,1.4496,0.346,0.3972,0.824,0.4728,0.133,0.5544,1.994,0.914,0.829,0.699,2.346,0.879,0.85,1.784,1.1363999999999999,1.0,0.898,7.81,0.832,0.65,0.546,2.365,0.678,0.275,0.098,0.048,0.14,0.183,0.215,0.127,0.6875999999999999,0.339,0.344,2.37,0.36,1.33,0.259,0.139,0.324,0.138,1.32,0.107,0.032,0.0384,0.006,0.016,0.008,0.037,0.012,0.013,0.029,0.013,0.002,0
0.012,0.018,0.045,0.11,0.191,0.092,0.304,0.218,0.076,0.101,0.5,0.399,0.381,0.475,0.7392,0.7752,0.802,2.763,1.966,0.963,0.865,0.9984,0.9935999999999999,0.801,3.05,0.485,0.436,0.5172,2.2,0.383,0.3636,0.304,0.32,0.458,0.213,0.282,0.32,1.338,0.4392,0.272,0.875,0.534,1.1,0.106,0.057,0.093,0.0288,0.235,0.012,0.006,0.003,0.016,0.01,0.008,0.027,0.0336,0.01,0.005,0.015,0.009,0
0.009,0.017,0.04,0.043199999999999995,0.068,0.071,0.816,0.089,0.038,0.133,0.13,0.0324,0.064,0.071,0.144,0.072,0.122,0.705,0.368,0.392,0.492,0.879,1.1532,0.879,3.45,0.8327999999999999,0.567,0.654,3.9,1.516,1.168,0.632,0.9732000000000001,0.904,0.865,0.67,0.403,0.711,0.268,0.366,1.635,1.32,1.5,0.22,0.116,0.192,0.046,0.252,0.0204,0.017,0.013,0.014,0.019,0.0168,0.006,0.013,0.022,0.009,0.008,0.012,1
0.02,0.0144,0.012,0.024,0.055,0.021,0.356,0.084,0.134,0.12,0.174,0.139,0.408,0.516,0.262,0.21,0.253,0.963,0.433,0.476,0.533,0.606,0.67,1.496,4.465,0.94,1.0,0.978,4.235,0.764,0.67,0.5988,0.744,0.22,0.142,0.268,0.526,0.93,0.339,0.212,0.585,1.596,1.1,0.1848,0.146,0.312,0.122,0.37,0.049,0.022,0.003,0.008,0.004,0.006,0.0096,0.004,0.004,0.003,0.001,0.002,1
0.045,0.047,0.07,0.12239999999999998,0.168,0.1788,0.596,0.077,0.1404,0.168,0.28,0.39840000000000003,0.401,0.516,0.535,0.541,0.687,2.412,1.1028,0.917,1.0,1.1964,0.909,0.792,3.35,0.532,0.42839999999999995,0.2976,1.58,0.378,0.314,0.20520000000000002,0.294,1.046,0.593,0.544,0.452,1.014,0.644,0.218,0.835,0.789,2.98,0.204,0.116,0.276,0.10559999999999999,0.115,0.038,0.0168,0.0168,0.012,0.004,0.024,0.026,0.008,0.022,0.032,0.015,0.005,0
0.024,0.029,0.075,0.052,0.023,0.09960000000000001,0.272,0.2,0.34559999999999996,0.367,0.297,0.1008,0.382,0.504,0.635,0.68,0.75,2.376,0.451,0.296,0.402,0.679,0.9959999999999999,1.2,4.944,0.8543999999999999,0.9276,1.224,2.47,1.13,0.5892,0.182,0.181,0.13319999999999999,0.92,0.665,1.284,0.651,0.195,0.495,2.46,1.212,1.2,0.139,0.356,0.702,0.172,1.52,0.186,0.018,0.0288,0.008,0.0048,0.012,0.012,0.003,0.013,0.0084,0.011,0.009,1
0.011,0.009,0.012,0.038,0.068,0.086,0.4,0.066,0.094,0.104,0.097,0.05,0.155,0.34,0.48,0.7884,0.9288,2.349,0.815,0.813,0.9959999999999999,1.0248,0.887,1.0668,5.388,0.967,1.0,0.913,3.38,0.466,0.58,0.296,0.175,0.422,0.257,0.228,0.215,0.96,0.037,0.012,0.245,0.087,0.3,0.043,0.037,0.0072,0.033,0.13,0.021599999999999998,0.011,0.012,0.008,0.002,0.024,0.005,0.008,0.008,0.0072,0.006,0.008,1
0.024,0.012,0.032,0.024,0.081,0.153,0.46,0.061,0.132,0.137,0.1008,0.027,0.15,0.305,0.6696000000000001,0.797,0.834,2.418,0.862,0.877,1.1292,1.128,0.941,1.0,4.86,0.931,0.935,0.8784,2.6519999999999997,0.3888,0.4992,0.461,0.806,0.3,0.29519999999999996,0.135,0.254,0.678,0.16,0.148,0.504,0.171,0.516,0.126,0.115,0.20520000000000002,0.086,0.21,0.0288,0.0012,0.019,0.026,0.008,0.014,0.004,0.0072,0.005,0.005,0.007,0.005,1
0.0384,0.025,0.0204,0.048,0.108,0.106,0.408,0.121,0.124,0.18359999999999999,0.213,0.3048,0.269,0.56,0.378,0.148,0.216,1.452,0.598,0.4008,0.4548,0.396,1.046,0.691,3.935,0.834,0.92,1.0,4.495,0.646,1.194,0.436,0.3,0.229,0.2244,0.092,0.2196,0.522,0.245,0.28919999999999996,1.512,0.954,0.84,0.068,0.119,0.549,0.188,0.555,0.031,0.028,0.014,0.011,0.006,0.004,0.007,0.001,0.005,0.008,0.0,0.0072,0
0.054,0.024,0.0744,0.056,0.226,0.097,0.8735999999999999,0.20879999999999999,0.144,0.181,0.2844,0.091,0.21,0.4812,0.519,0.731,1.0872,2.778,0.743,0.446,0.51,0.834,0.776,0.836,3.64,0.64,0.576,0.415,1.75,0.444,0.266,0.202,0.194,0.09119999999999999,0.744,0.584,0.483,0.705,0.12,0.324,1.995,0.894,1.008,0.176,0.168,0.219,0.119,0.78,0.15,0.007,0.026,0.011,0.011,0.008,0.005,0.007,0.012,0.016,0.022,0.034,1
0.023,0.035,0.0036,0.06,0.034,0.086,0.8351999999999999,0.27,0.106,0.035,0.058,0.276,0.454,0.4848,0.522,0.8220000000000001,0.752,2.328,0.771,0.863,1.0,0.887,0.806,1.0512,4.535,0.943,1.062,0.65,1.485,0.242,0.299,0.228,0.228,0.306,0.104,0.035,0.107,0.411,0.133,0.145,0.56,0.1584,0.38,0.138,0.083,0.23399999999999999,0.084,0.3,0.05,0.0372,0.015,0.011,0.012,0.0024,0.005,0.007,0.006,0.004,0.008,0.003,1
0.0324,0.032,0.034,0.025,0.0984,0.126,0.528,0.158,0.202,0.25439999999999996,0.221,0.24,0.296,0.406,0.51,0.551,0.661,2.448,0.652,0.679,0.9372,0.837,1.0764,0.986,10.0,0.94,1.0704,0.81,3.415,0.557,0.43,0.4008,0.408,0.08,0.081,0.152,0.263,0.738,0.198,0.241,1.205,0.57,1.04,0.177,0.112,0.2808,0.134,0.48,0.06,0.033,0.024,0.019,0.02,0.008,0.004,0.010799999999999999,0.0168,0.009,0.01,0.009,0
0.041,0.042,0.057,0.013,0.018,0.102,0.504,0.1284,0.276,0.2712,0.2844,0.332,0.383,0.484,0.681,0.9072,1.1423999999999999,2.949,1.774,0.827,0.9072,0.9863999999999999,0.697,0.7728,3.475,0.9612,0.726,0.608,4.44,0.856,0.6672,0.29,0.364,0.479,0.291,0.09,0.24479999999999996,0.513,0.041,0.129,0.79,0.657,1.02,0.097,0.222,1.638,0.187,0.53,0.066,0.04,0.011,0.003,0.004,0.01,0.0144,0.009,0.006,0.012,0.006,0.0096,1
0.052,0.05279999999999999,0.021599999999999998,0.029,0.035,0.1404,1.008,0.118,0.252,0.3036,0.272,0.2844,0.188,0.1176,0.068,0.15,0.172,0.702,0.196,0.14,0.316,0.589,1.526,0.847,4.71,1.1987999999999999,0.97,1.2,4.315,0.698,1.544,0.876,0.52,0.2148,0.11,0.145,0.107,0.432,0.193,0.032,0.745,0.099,0.27,0.131,0.182,0.228,0.106,0.5,0.054,0.0288,0.016,0.016,0.003,0.005,0.012,0.018,0.014,0.014,0.008,0.0036,0
0.021,0.019,0.013,0.0252,0.061,0.061,0.244,0.051,0.099,0.109,0.106,0.14159999999999998,0.129,0.159,0.168,0.192,0.162,0.495,0.168,0.17159999999999997,0.29159999999999997,0.282,0.5147999999999999,1.288,5.436,1.2,0.809,1.224,2.63,0.368,0.275,0.12239999999999998,0.134,0.158,0.23399999999999999,0.179,0.043,0.33,0.21119999999999997,0.2976,1.89,0.876,0.95,0.14,0.076,0.273,0.05279999999999999,0.12,0.026,0.01,0.014,0.007,0.006,0.0096,0.010799999999999999,0.004,0.003,0.0024,0.005,0.002,1
0.037,0.07079999999999999,0.0756,0.053,0.052,0.284,0.828,0.3276,0.307,0.26,0.41759999999999997,0.8,0.457,0.595,0.792,0.9924,0.809,2.694,0.983,0.898,1.0668,1.874,1.0944,0.794,3.36,0.632,0.486,0.4068,2.415,0.382,0.308,0.127,0.074,0.1812,0.2292,0.182,0.171,0.34199999999999997,0.283,0.301,0.96,0.444,1.44,0.205,0.106,0.42,0.106,0.265,0.04,0.018,0.07,0.0144,0.0072,0.024,0.003,0.009,0.0144,0.011,0.012,0.013,0
0.01,0.048,0.03,0.03,0.065,0.108,0.944,0.238,0.008,0.376,0.146,0.189,0.3816,0.134,0.26039999999999996,0.246,0.259,1.0044,0.23,0.066,0.144,0.236,0.167,0.356,1.24,0.257,0.1248,0.536,3.56,0.629,0.952,0.7223999999999999,0.721,0.7475999999999999,0.572,0.752,0.871,2.775,0.971,1.86,4.5,2.8476000000000004,2.8,0.34079999999999994,0.441,1.9836,0.433,1.45,0.198,0.078,0.048,0.017,0.015,0.012,0.02,0.014,0.003,0.016,0.011,0.0156,1
0.082,0.114,0.052,0.023,0.13,0.112,0.716,0.241,0.3216,0.24719999999999998,0.155,0.267,0.314,0.29,0.353,0.6096,0.464,0.558,0.894,0.408,0.54,0.479,0.433,0.611,2.545,0.461,0.8687999999999999,1.798,4.415,1.104,0.8,0.603,0.212,0.3444,0.403,0.28,0.309,2.13,0.254,0.143,2.935,1.929,3.4979999999999998,0.429,0.489,1.734,0.864,1.32,0.179,0.077,0.08,0.038,0.014,0.054,0.0156,0.017,0.01,0.022,0.01,0.008,0
0.05279999999999999,0.0576,0.006,0.0696,0.028,0.068,0.664,0.149,0.097,0.1524,0.222,0.238,0.201,0.214,0.111,0.408,0.247,2.004,0.834,0.825,0.802,1.0776,0.966,1.0224,3.315,0.324,0.205,0.567,3.438,0.488,0.9036,0.76,0.518,0.412,0.556,0.557,0.134,1.3788,0.461,0.433,1.28,0.441,1.745,0.266,0.094,0.411,0.134,0.252,0.072,0.064,0.0252,0.02,0.026399999999999996,0.014,0.012,0.007,0.008,0.012,0.006,0.01,1
0.007,0.023,0.051,0.044,0.03,0.064,0.168,0.113,0.191,0.248,0.1932,0.092,0.24,0.322,0.43,0.265,0.067,0.432,0.237,0.312,0.249,0.39,0.638,0.804,4.218,0.687,0.7,0.856,5.0,0.962,0.9,0.758,0.69,0.569,0.44,0.546,0.296,0.5723999999999999,0.168,0.084,0.585,0.525,2.73,0.17,0.019,0.063,0.035,0.252,0.009,0.02,0.04,0.017,0.0192,0.006,0.004,0.007,0.004,0.005,0.019,0.01,1
0.0096,0.010799999999999999,0.006,0.025,0.034,0.066,0.212,0.096,0.101,0.1488,0.11,0.122,0.2244,0.338,0.323,0.272,0.394,2.3148,0.727,0.867,1.934,0.985,0.948,0.804,3.415,1.028,0.37079999999999996,0.166,2.01,0.468,0.38,0.124,0.172,0.235,0.498,0.365,0.338,0.477,0.099,0.109,0.52,0.252,0.834,0.0984,0.068,0.198,0.12,0.345,0.015,0.027,0.0204,0.021599999999999998,0.013,0.009,0.01,0.002,0.0072,0.0072,0.006,0.003,1
0.021599999999999998,0.014,0.041,0.0756,0.072,0.162,0.836,0.346,0.6336,0.596,0.75,0.902,0.44279999999999997,0.34319999999999995,0.164,0.042,0.21359999999999998,1.317,1.39,0.81,0.855,0.872,0.86,1.104,5.238,0.808,0.869,0.841,2.895,0.375,0.348,0.464,0.65,0.828,0.567,0.519,0.506,1.164,0.4512,0.374,1.3,0.477,0.94,0.454,0.1896,0.363,0.088,0.425,0.036,0.026399999999999996,0.009,0.012,0.006,0.019,0.011,0.0156,0.0096,0.016,0.016,0.008,0
0.032,0.024,0.015,0.049,0.099,0.142,0.7008,0.122,0.34,0.384,0.236,0.272,0.305,0.598,0.446,0.348,0.246,0.93,0.357,0.5136,0.427,0.374,0.458,0.7308,3.61,0.76,0.871,1.0,4.91,0.719,0.585,0.419,0.752,0.326,0.194,0.139,0.167,0.384,0.167,0.257,2.26,0.834,1.61,0.1608,0.198,0.44279999999999997,0.186,0.53,0.0588,0.01,0.044,0.012,0.013199999999999998,0.006,0.003,0.008,0.003,0.005,0.002,0.002,0
0.012,0.0696,0.062,0.06,0.14,0.188,0.6815999999999999,0.145,0.049,0.172,0.214,0.372,0.3192,0.211,0.11,0.1368,0.2316,1.242,0.3936,0.622,0.8964,0.9216,0.787,0.9899999999999999,5.0,1.896,0.754,0.601,5.44,0.539,0.6744,0.6168,0.608,1.124,0.596,0.7295999999999999,0.502,0.849,0.048,0.281,2.052,1.8539999999999999,2.185,0.247,0.171,0.402,0.084,0.38,0.036,0.007,0.007,0.002,0.01,0.007,0.012,0.0084,0.0096,0.007,0.003,0.0168,1
0.0276,0.037,0.004,0.038,0.0552,0.145,0.884,0.119,0.075,0.163,0.3252,0.336,0.409,0.44,0.548,0.721,0.814,5.508,1.2,0.942,0.912,0.935,0.748,0.515,2.466,0.344,0.698,0.871,4.505,0.801,0.876,0.132,0.171,0.248,0.304,0.231,0.134,0.618,0.247,0.279,0.805,0.018,0.175,0.115,0.133,0.084,0.076,0.315,0.031,0.024,0.012,0.006,0.0024,0.012,0.015,0.012,0.003,0.003,0.01,0.016,1
0.072,0.157,0.111,0.108,0.067,0.18,0.888,0.279,0.141,0.08,0.253,0.4704,0.4056,0.322,0.189,0.331,0.2736,0.7848,0.222,0.6204,0.534,0.63,0.844,0.676,2.91,0.614,1.0572,1.0055999999999998,1.935,0.505,0.546,0.424,0.306,0.594,1.396,0.711,0.565,1.461,0.552,0.443,2.625,1.824,2.625,0.1632,0.427,1.332,0.219,0.45,0.12,0.063,0.023,0.031,0.013,0.008,0.028,0.0144,0.009,0.015,0.016,0.026,0
0.02,0.014,0.018,0.041,0.039,0.025,0.42719999999999997,0.097,0.084,0.119,0.152,0.1584,0.17159999999999997,0.124,0.13,0.10679999999999999,0.123,1.11,0.388,0.366,0.23,0.522,0.5027999999999999,0.585,2.82,0.545,0.477,0.69,5.88,1.0,0.955,0.884,0.766,0.786,1.09,0.459,0.468,0.7163999999999999,0.07,0.149,1.026,0.495,1.56,0.385,0.75,0.723,0.108,0.11,0.016,0.019,0.012,0.003,0.007,0.0144,0.0012,0.002,0.006,0.004,0.014,0.001,1
0.002,0.031,0.017,0.023,0.043,0.1464,1.56,0.166,0.16440000000000002,0.17159999999999997,0.099,0.27,0.244,0.3888,0.304,0.241,0.044399999999999995,0.501,0.304,0.407,0.4332,0.199,0.461,0.685,4.361999999999999,0.858,0.71,0.852,6.0,0.9228,0.968,0.372,0.61,0.511,0.259,0.092,0.095,0.687,0.41759999999999997,0.21,1.14,0.882,1.105,0.152,0.09,0.183,0.0828,0.27,0.034,0.016,0.022,0.015,0.0096,0.004,0.011,0.0096,0.01,0.002,0.003,0.0012,1
0.0756,0.106,0.18359999999999999,0.123,0.144,0.14279999999999998,0.352,0.091,0.2532,0.36,0.547,0.52,0.513,0.648,1.312,0.87,0.979,2.802,0.792,0.738,0.691,0.46199999999999997,0.067,0.05,1.36,0.284,0.2676,0.2292,0.24599999999999997,0.506,0.396,0.378,0.243,0.196,0.267,0.134,0.107,0.7272,0.2148,0.0276,0.655,0.534,0.775,0.163,0.071,0.039,0.08,0.38,0.0144,0.006,0.026,0.018,0.026,0.011,0.028,0.019,0.023,0.0072,0.011,0.013,0
0.0408,0.013,0.07,0.118,0.035,0.118,0.9359999999999999,0.1932,0.304,0.874,0.553,1.154,0.702,0.707,0.737,1.478,1.724,2.838,1.0535999999999999,0.9492,0.6911999999999999,0.36719999999999997,0.056,0.0288,1.275,0.5831999999999999,0.6036,0.88,2.85,0.18,0.712,0.352,0.332,0.311,0.364,0.075,0.2196,0.6552,0.182,0.159,0.29,0.285,0.545,0.081,0.078,0.147,0.044,0.295,0.044399999999999995,0.018,0.036,0.0288,0.023,0.009,0.016,0.019,0.0036,0.045599999999999995,0.026,0.0192,0
0.012,0.028,0.019,0.037,0.042,0.02,0.124,0.065,0.19,0.3204,0.338,0.328,0.243,0.127,0.128,0.444,0.68,2.115,0.797,1.88,0.986,0.819,0.6948,0.639,3.52,0.688,0.408,0.362,2.06,0.392,0.4548,0.204,0.446,0.4008,0.796,0.508,0.6636000000000001,1.005,0.544,0.456,1.02,0.597,0.504,0.091,0.138,1.17,0.121,0.42,0.07079999999999999,0.05,0.012,0.009,0.01,0.004,0.009,0.005,0.0144,0.002,0.009,0.006,1
0.029,0.012,0.012,0.011,0.05,0.1,0.532,0.112,0.3576,0.347,0.5075999999999999,0.504,0.524,0.44,0.324,0.296,0.329,0.969,0.453,0.634,0.704,0.9971999999999999,1.014,0.851,4.57,1.1976,1.2,0.754,2.33,0.392,0.385,0.467,0.848,0.31,0.075,0.288,0.407,0.951,0.286,0.263,0.324,0.561,1.73,0.558,0.437,0.9288,0.1584,0.25,0.011,0.006,0.004,0.0072,0.01,0.008,0.001,0.005,0.002,0.001,0.016,0.004,0
0.026,0.019,0.025,0.0072,0.035,0.084,0.6048,0.108,0.152,0.1956,0.103,0.219,0.154,0.526,0.294,0.298,0.084,0.42,0.299,0.392,0.36,0.24,0.421,0.6815999999999999,3.045,0.632,0.655,1.534,5.0,1.692,0.551,0.444,0.6204,0.427,0.18,0.158,0.054,0.573,0.256,0.258,1.662,0.852,0.865,0.082,0.034,0.558,0.102,0.155,0.042,0.032,0.013,0.012,0.012,0.005,0.007,0.004,0.008,0.002,0.004,0.016,1
0.007,0.01,0.028,0.0588,0.025,0.162,0.28,0.074,0.0144,0.09,0.0348,0.155,0.144,0.1248,0.142,0.123,0.10679999999999999,0.615,0.083,0.304,0.3636,0.1932,0.067,0.143,0.2,0.165,0.34,0.5831999999999999,2.605,0.6612,0.61,0.599,0.8112,0.89,1.2,0.952,0.846,2.121,0.67,0.633,3.0599999999999996,2.496,1.41,0.34,0.142,0.291,0.088,0.43,0.036,0.023,0.025,0.004,0.005,0.008,0.012,0.01,0.005,0.003,0.0084,0.0072,1
0.041,0.0336,0.06,0.052,0.049,0.045599999999999995,0.244,0.112,0.124,0.23,0.274,0.134,0.428,0.153,0.078,0.24,0.09,0.207,0.414,0.298,0.34079999999999994,0.335,0.362,0.32,1.725,0.356,0.389,0.662,4.625,1.0,0.853,0.63,0.525,0.401,0.348,0.201,0.336,2.88,0.615,0.625,2.485,1.047,1.33,0.314,0.428,1.278,0.351,1.476,0.126,0.033,0.021599999999999998,0.022,0.008,0.002,0.006,0.026,0.011,0.005,0.008,0.004,0
0.043,0.056,0.071,0.062,0.1464,0.152,0.616,0.039,0.061,0.011,0.126,0.2964,0.602,0.375,0.452,0.539,0.659,2.133,0.76,0.867,0.842,0.9564,1.0055999999999998,1.864,4.28,0.7392,0.414,0.3924,1.555,0.255,0.337,0.5352,0.6,1.022,0.6228,0.5544,0.5075999999999999,1.5732,0.428,0.5316,1.85,0.996,1.28,0.506,0.214,0.537,0.101,0.265,0.045,0.0144,0.001,0.014,0.018,0.008,0.012,0.0156,0.009,0.0096,0.011,0.005,0
0.076,0.067,0.048,0.039,0.059,0.078,0.968,0.247,0.356,0.892,0.415,0.395,0.852,0.414,0.5436,0.533,0.731,2.2283999999999997,0.203,0.464,0.415,0.429,0.573,0.648,1.58,0.2736,1.4,1.0,3.63,0.472,0.51,0.546,0.288,0.098,0.39,0.418,0.92,0.966,0.283,0.243,0.99,0.732,0.925,0.084,0.069,0.159,0.072,0.04,0.046,0.005,0.016,0.003,0.005,0.01,0.011,0.004,0.007,0.005,0.013199999999999998,0.009,1
0.0336,0.06,0.066,0.023,0.084,0.167,0.46,0.11,0.137,0.354,0.4,0.287,0.656,0.377,0.417,0.504,0.618,2.8872,1.1196,0.94,0.928,0.945,0.833,0.777,4.2059999999999995,0.615,0.581,0.445,3.71,0.289,0.218,0.171,0.358,0.474,0.287,0.24,0.362,1.1916,0.4512,0.477,2.03,1.098,1.16,0.145,0.102,0.3996,0.0792,0.27,0.024,0.018,0.011,0.018,0.0204,0.016,0.005,0.007,0.005,0.003,0.004,0.0096,0
0.12,0.047,0.06,0.039,0.103,0.077,0.40800000000000003,0.045,0.109,0.035,0.316,0.202,0.227,0.283,0.382,0.466,0.8028000000000001,2.595,0.936,1.874,0.914,0.916,0.931,0.86,3.665,0.576,0.4992,0.411,2.075,0.315,0.294,0.317,0.63,0.49559999999999993,0.4788,0.84,0.906,1.326,0.474,0.343,1.914,1.011,1.245,0.265,0.21,0.279,0.053,0.04,0.034,0.014,0.003,0.002,0.0,0.0276,0.0252,0.0096,0.012,0.011,0.022,0.02,0
0.0768,0.071,0.09,0.033,0.018,0.126,0.4895999999999999,0.192,0.336,0.39,0.467,0.6755999999999999,0.6612,0.434,0.305,0.349,0.398,1.164,0.528,0.72,0.77,1.712,1.0428,1.848,6.0,1.1592,0.982,1.472,4.16,0.3504,0.328,0.44279999999999997,0.345,0.34319999999999995,0.10319999999999999,0.372,0.465,2.094,0.21839999999999998,0.1368,0.61,0.786,2.23,0.5676,0.3912,0.426,0.039,0.205,0.031,0.009,0.015,0.005,0.004,0.009,0.007,0.01,0.010799999999999999,0.016,0.004,0.005,0
0.024,0.022,0.0384,0.057,0.033,0.102,0.432,0.071,0.057,0.039,0.193,0.243,0.291,0.3132,0.4572,0.5,0.302,2.196,0.679,0.731,0.505,0.444,0.699,0.9755999999999999,4.668,1.0728,1.0715999999999999,0.891,4.305,1.612,0.6648000000000001,0.294,0.346,0.1944,0.2964,0.556,0.5616,0.294,0.316,0.075,3.32,1.122,1.335,0.216,0.142,0.507,0.08879999999999999,0.315,0.0168,0.046,0.006,0.016,0.03,0.009,0.011,0.009,0.006,0.002,0.007,0.002,1
0.042,0.0384,0.071,0.011,0.1284,0.097,0.384,0.264,0.492,0.324,0.341,0.5147999999999999,0.368,0.394,0.35519999999999996,0.3804,0.3384,0.915,0.241,0.6504,0.68,0.632,0.582,1.36,2.99,0.841,0.991,0.919,4.0,0.671,0.563,0.733,0.7248,0.258,0.035,0.36,0.304,1.7135999999999998,1.152,0.85,2.525,2.154,3.08,0.6791999999999999,0.575,1.2924,0.253,1.15,0.127,0.072,0.037,0.018,0.004,0.010799999999999999,0.012,0.008,0.0072,0.002,0.004,0.002,0
0.02,0.003,0.014,0.006,0.0156,0.015,0.432,0.021,0.05,0.11,0.084,0.094,0.12,0.042,0.003,0.032,0.062,0.639,0.344,0.381,0.382,0.5711999999999999,0.631,0.752,4.34,0.879,0.79,0.836,4.815,1.924,1.1088,0.89,0.971,1.158,1.578,1.062,0.3264,0.702,0.137,0.31,1.895,1.23,1.68,0.3,0.275,0.7272,0.1248,0.225,0.0408,0.012,0.007,0.011,0.007,0.006,0.003,0.001,0.001,0.002,0.006,0.0048,1
0.009,0.033,0.062,0.038,0.13,0.36,0.9168,0.169,0.374,0.344,0.2676,0.311,0.414,0.516,0.537,0.6132,0.644,4.398,0.816,0.886,0.989,1.0,1.05,1.0355999999999999,4.535,0.867,0.775,0.66,2.81,0.4824,0.233,0.116,0.132,0.043,0.062,0.196,0.25439999999999996,0.972,0.41,0.294,0.955,0.612,0.505,0.151,0.143,0.33,0.1404,0.485,0.07,0.028,0.022,0.015,0.011,0.0288,0.016,0.006,0.008,0.006,0.009,0.007,0
0.005,0.002,0.0324,0.045,0.096,0.083,0.352,0.122,0.198,0.228,0.252,0.348,0.331,0.261,0.21359999999999998,0.206,0.23,1.2744,0.7464,0.8712,0.835,0.9924,0.837,1.1292,4.755,0.98,0.997,1.0,4.52,0.641,0.386,0.291,0.24479999999999996,0.33,0.177,0.114,0.08879999999999999,0.282,0.0744,0.043,0.285,0.3852,1.146,0.2676,0.264,0.678,0.177,0.55,0.056,0.014,0.028,0.0192,0.0072,0.0012,0.003,0.012,0.004,0.006,0.002,0.0036,0
0.039,0.064,0.138,0.09,0.127,0.152,1.704,0.522,0.33959999999999996,0.272,0.364,0.393,0.4608,0.468,0.536,0.482,0.484,1.758,0.758,0.7,0.692,0.863,0.911,0.935,3.94,0.858,0.926,0.708,3.468,0.6264,0.45,0.313,0.145,0.105,0.364,0.152,0.102,0.5184,0.2388,0.408,1.668,0.864,0.798,0.114,0.131,0.429,0.062,0.05,0.01,0.013,0.015,0.026,0.0084,0.026,0.008,0.013199999999999998,0.011,0.007,0.01,0.007,0
0.011,0.010799999999999999,0.012,0.0552,0.09,0.178,0.408,0.098,0.047,0.039,0.111,0.1692,0.22,0.3576,0.49439999999999995,0.475,0.539,2.2607999999999997,0.706,1.584,0.949,1.0,1.1567999999999998,0.943,4.33,0.948,0.78,0.449,2.37,0.738,0.493,0.32,0.374,0.334,0.105,0.0804,0.045599999999999995,0.138,0.169,0.26039999999999996,0.84,0.384,0.08,0.078,0.065,0.0756,0.102,0.23399999999999999,0.052,0.01,0.016,0.003,0.008,0.013199999999999998,0.0096,0.012,0.0,0.0024,0.003,0.0036,1
